Type,Family,Cost,Cut Length,Structural Material,Count
UPE 200,UPE - Canales de ala paralela,265,2549,Metal - Acero - 345 MPa,1
CHS88.9x6.3,CHS-Circular Hollow Sections,80,4717,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,1374,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,1397,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,1397,Metal - Acero - 345 MPa,1
CHS139.7x6.3,CHS-Circular Hollow Sections,101,2851,Metal - Acero - 345 MPa,1
CHS139.7x6.3,CHS-Circular Hollow Sections,101,2851,Metal - Acero - 345 MPa,1
CHS139.7x6.3,CHS-Circular Hollow Sections,101,2851,Metal - Acero - 345 MPa,1
CHS139.7x6.3,CHS-Circular Hollow Sections,101,2851,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,3764,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,3764,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,1589,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,1589,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,587,Metal - Acero - 345 MPa,1
IPE 330,IPE - Secciones en I con alas paralelas,450,3690,Metal - Acero - 345 MPa,1
IPE 330,IPE - Secciones en I con alas paralelas,450,3469,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,995,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,3860,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,995,Metal - Acero - 345 MPa,1
IPE 330,IPE - Secciones en I con alas paralelas,450,3469,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,995,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,3860,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,995,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,637,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,490,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,1094,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,1376,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,1160,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,1303,Metal - Acero - 345 MPa,1
CHS168.3x10,CHS-Circular Hollow Sections,205,4215,Metal - Acero - 345 MPa,1
CHS139.7x6.3,CHS-Circular Hollow Sections,101,4009,Metal - Acero - 345 MPa,1
CHS88.9x6.3,CHS-Circular Hollow Sections,80,2783,Metal - Acero - 345 MPa,1
CHS168.3x10,CHS-Circular Hollow Sections,205,3606,Metal - Acero - 345 MPa,1
CHS168.3x10,CHS-Circular Hollow Sections,205,3980,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,2904,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,1165,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,1301,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,1179,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,1316,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,2904,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,1165,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,1301,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,1179,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,1316,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,2904,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,1165,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,1301,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,1179,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,1316,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,2904,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,840,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,840,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,757,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,757,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,2904,Metal - Acero - 345 MPa,1
IPE 270,IPE - Secciones en I con alas paralelas,270,408,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,757,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,757,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,2904,Metal - Acero - 345 MPa,1
IPE 270,IPE - Secciones en I con alas paralelas,270,408,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,757,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,757,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,2904,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,404,Metal - Acero - 345 MPa,1
IPE 270,IPE - Secciones en I con alas paralelas,270,408,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,2904,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,840,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,840,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,757,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,757,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,2904,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,404,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,2904,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,840,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,840,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,1530,Metal - Acero - 345 MPa,1
IPE 160,IPE - Secciones en I con alas paralelas,187,1530,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,1540,Metal - Acero - 345 MPa,1
IPE 160,IPE - Secciones en I con alas paralelas,187,1540,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,1530,Metal - Acero - 345 MPa,1
IPE 160,IPE - Secciones en I con alas paralelas,187,1530,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,1464,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,1587,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,4094,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,1587,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,4177,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,1587,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,4177,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,1464,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,1464,Metal - Acero - 345 MPa,1
UPN 160,UPN - Canales de ala c?nica,45,3874,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,3874,Metal - Acero - 345 MPa,1
UPN 160,UPN - Canales de ala c?nica,45,3887,Metal - Acero - 345 MPa,1
UPN 160,UPN - Canales de ala c?nica,45,2514,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,2514,Metal - Acero - 345 MPa,1
UPN 160,UPN - Canales de ala c?nica,45,2514,Metal - Acero - 345 MPa,1
UPN 160,UPN - Canales de ala c?nica,45,3874,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,2514,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,2860,Metal - Acero - 345 MPa,1
CHS88.9x6.3,CHS-Circular Hollow Sections,80,3538,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,2940,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,2514,Metal - Acero - 345 MPa,1
UPN 160,UPN - Canales de ala c?nica,45,3874,Metal - Acero - 345 MPa,1
UPN 160,UPN - Canales de ala c?nica,45,2514,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,3874,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,2940,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,2940,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,2940,Metal - Acero - 345 MPa,1
UPE 160,UPE - Canales de ala paralela,189,3874,Metal - Acero - 345 MPa,1
UPN 160,UPN - Canales de ala c?nica,45,3874,Metal - Acero - 345 MPa,1
CHS88.9x6.3,CHS-Circular Hollow Sections,80,4768,Metal - Acero - 345 MPa,1
CHS88.9x6.3,CHS-Circular Hollow Sections,80,4768,Metal - Acero - 345 MPa,1
CHS88.9x6.3,CHS-Circular Hollow Sections,80,4768,Metal - Acero - 345 MPa,1
CHS88.9x6.3,CHS-Circular Hollow Sections,80,4768,Metal - Acero - 345 MPa,1
CHS88.9x6.3,CHS-Circular Hollow Sections,80,3671,Metal - Acero - 345 MPa,1
UPN 160,UPN - Canales de ala c?nica,45,2514,Metal - Acero - 345 MPa,1
UPN 160,UPN - Canales de ala c?nica,45,2514,Metal - Acero - 345 MPa,1
CHS88.9x6.3,CHS-Circular Hollow Sections,80,3671,Metal - Acero - 345 MPa,1
CHS88.9x6.3,CHS-Circular Hollow Sections,80,3671,Metal - Acero - 345 MPa,1
CHS88.9x6.3,CHS-Circular Hollow Sections,80,3671,Metal - Acero - 345 MPa,1
UPN 160,UPN - Canales de ala c?nica,45,3874,Metal - Acero - 345 MPa,1
UPE 160,UPE - Canales de ala paralela,189,3874,Metal - Acero - 345 MPa,1
CHS88.9x6.3,CHS-Circular Hollow Sections,80,4768,Metal - Acero - 345 MPa,1
CHS88.9x6.3,CHS-Circular Hollow Sections,80,4768,Metal - Acero - 345 MPa,1
CHS88.9x6.3,CHS-Circular Hollow Sections,80,4768,Metal - Acero - 345 MPa,1
CHS88.9x6.3,CHS-Circular Hollow Sections,80,4768,Metal - Acero - 345 MPa,1
HSS101.6X8,HSS-Tubo estructural redondo,215,3566,Metal - Acero - 345 MPa,1
HSS101.6X8,HSS-Tubo estructural redondo,215,3128,Metal - Acero - 345 MPa,1
HSS101.6X8,HSS-Tubo estructural redondo,215,3109,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,2514,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,2514,Metal - Acero - 345 MPa,1
HSS101.6X8,HSS-Tubo estructural redondo,215,3099,Metal - Acero - 345 MPa,1
HSS101.6X8,HSS-Tubo estructural redondo,215,3138,Metal - Acero - 345 MPa,1
HSS101.6X8,HSS-Tubo estructural redondo,215,3071,Metal - Acero - 345 MPa,1
HSS101.6X8,HSS-Tubo estructural redondo,215,3096,Metal - Acero - 345 MPa,1
HSS101.6X8,HSS-Tubo estructural redondo,215,3069,Metal - Acero - 345 MPa,1
HSS101.6X8,HSS-Tubo estructural redondo,215,3097,Metal - Acero - 345 MPa,1
CHS88.9x6.3,CHS-Circular Hollow Sections,80,3395,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,456,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,1380,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,1380,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,1374,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,1374,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,461,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,444,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,1028,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,835,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,149,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,1833,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,1028,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,1833,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,1144,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,2565,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,835,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,1144,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,2565,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,691,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,456,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,461,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,691,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,1027,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,919,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,2549,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,1027,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,908,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,2549,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,149,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,1027,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,918,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,2549,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,1027,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,918,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,2549,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,778,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,149,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,1170,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,2567,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,147,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,778,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,1170,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,2567,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,778,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,149,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,1172,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,2567,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,147,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,778,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,1172,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,2567,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,509,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,672,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,444,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,509,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,672,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,1027,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,919,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,2549,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,1027,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,921,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,2549,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,149,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,778,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,1172,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,2567,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,778,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,1172,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,2567,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,471,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,461,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,602,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,471,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,461,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,602,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,149,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,778,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,1170,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,2567,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,778,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,1170,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,2567,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,147,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,1030,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,919,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,2549,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,1030,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,921,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,2549,Metal - Acero - 345 MPa,1
CHS88.9x6.3,CHS-Circular Hollow Sections,80,4717,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,1374,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,1397,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,1397,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,852,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,8300,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,839,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,9379,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,851,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,3350,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,6318,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,2874,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,974,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,2874,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,974,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,2874,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,3179,Metal - Acero - 345 MPa,1
IPE 360,IPE - Secciones en I con alas paralelas,275,3340,Metal - Acero - 345 MPa,1
IPE 360,IPE - Secciones en I con alas paralelas,275,2814,Metal - Acero - 345 MPa,1
IPE 360,IPE - Secciones en I con alas paralelas,275,914,Metal - Acero - 345 MPa,1
IPE 360,IPE - Secciones en I con alas paralelas,275,2814,Metal - Acero - 345 MPa,1
IPE 360,IPE - Secciones en I con alas paralelas,275,914,Metal - Acero - 345 MPa,1
IPE 360,IPE - Secciones en I con alas paralelas,275,2814,Metal - Acero - 345 MPa,1
IPE 360,IPE - Secciones en I con alas paralelas,275,3092,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,3179,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,2874,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,974,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,3179,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,3179,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,2874,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,3179,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,3179,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,974,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,2874,Metal - Acero - 345 MPa,1
IPE 360,IPE - Secciones en I con alas paralelas,275,3100,Metal - Acero - 345 MPa,1
IPE 360,IPE - Secciones en I con alas paralelas,275,914,Metal - Acero - 345 MPa,1
IPE 360,IPE - Secciones en I con alas paralelas,275,2814,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,914,Metal - Acero - 345 MPa,1
IPE 360,IPE - Secciones en I con alas paralelas,275,2814,Metal - Acero - 345 MPa,1
IPE 360,IPE - Secciones en I con alas paralelas,275,3092,Metal - Acero - 345 MPa,1
IPE 360,IPE - Secciones en I con alas paralelas,275,3092,Metal - Acero - 345 MPa,1
IPE 270,IPE - Secciones en I con alas paralelas,270,3092,Metal - Acero - 345 MPa,1
IPE 360,IPE - Secciones en I con alas paralelas,275,3092,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,2924,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,824,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,824,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,824,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,2259,Metal - Acero - 345 MPa,1
HE140B,H-Wide Flange Beams,150,1937,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,1766,Metal - Acero - 345 MPa,1
HE140B,H-Wide Flange Beams,150,698,Metal - Acero - 345 MPa,1
CHS139.7x6.3,CHS-Circular Hollow Sections,101,3311,Metal - Acero - 345 MPa,1
CHS139.7x6.3,CHS-Circular Hollow Sections,101,3514,Metal - Acero - 345 MPa,1
CHS114.3x6.3,CHS-Circular Hollow Sections,265,3779,Metal - Acero - 345 MPa,1
CHS114.3x6.3,CHS-Circular Hollow Sections,265,3331,Metal - Acero - 345 MPa,1
CHS114.3x6.3,CHS-Circular Hollow Sections,265,3331,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,1142,Metal - Acero - 345 MPa,1
IPE 270,IPE - Secciones en I con alas paralelas,270,1049,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,1062,Metal - Acero - 345 MPa,1
IPE300,IPE-Beams,320,1062,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,1062,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,9217,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,1049,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,819,Metal - Acero - 345 MPa,1
IPE 360,IPE - Secciones en I con alas paralelas,275,789,Metal - Acero - 345 MPa,1
IPE 360,IPE - Secciones en I con alas paralelas,275,789,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,3360,Metal - Acero - 345 MPa,1
CHS168.3x10,CHS-Circular Hollow Sections,205,4077,Metal - Acero - 345 MPa,1
CHS168.3x10,CHS-Circular Hollow Sections,205,4077,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,2874,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,974,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,2874,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,974,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,2874,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,3179,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,2874,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,3179,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,3179,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,974,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,2874,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,3179,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,3179,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,974,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,2874,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,3179,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,1017,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,936,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,11577,Metal - Acero - 345 MPa,1
IPE 360,IPE - Secciones en I con alas paralelas,275,3092,Metal - Acero - 345 MPa,1
